name,m_f,approx_percentage,num_in_us,rank,source_census,source_web
SAM,m,0.092,"134,224",192,1990,http://names.mongabay.com/male_names_alpha.htm
SAMMIE,m,0.012,"17,508",625,1990,http://names.mongabay.com/male_names_alpha.htm
SAMMY,m,0.025,"36,474",413,1990,http://names.mongabay.com/male_names_alpha.htm
SAMUAL,m,0.004,"5,836",1059,1990,http://names.mongabay.com/male_names_alpha.htm
SAMUEL,m,0.306,"446,442",60,1990,http://names.mongabay.com/male_names_alpha.htm
SANDY,m,0.007,"10,213",840,1990,http://names.mongabay.com/male_names_alpha.htm
SANFORD,m,0.009,"13,131",702,1990,http://names.mongabay.com/male_names_alpha.htm
SANG,m,0.006,"8,754",908,1990,http://names.mongabay.com/male_names_alpha.htm
SANTIAGO,m,0.022,"32,097",450,1990,http://names.mongabay.com/male_names_alpha.htm
SANTO,m,0.004,"5,836",1165,1990,http://names.mongabay.com/male_names_alpha.htm
SANTOS,m,0.019,"27,720",494,1990,http://names.mongabay.com/male_names_alpha.htm
SAUL,m,0.02,"29,179",474,1990,http://names.mongabay.com/male_names_alpha.htm
SCOT,m,0.01,"14,590",673,1990,http://names.mongabay.com/male_names_alpha.htm
SCOTT,m,0.546,"796,593",32,1990,http://names.mongabay.com/male_names_alpha.htm
SCOTTIE,m,0.007,"10,213",837,1990,http://names.mongabay.com/male_names_alpha.htm
SCOTTY,m,0.013,"18,966",593,1990,http://names.mongabay.com/male_names_alpha.htm
SEAN,m,0.197,"287,415",94,1990,http://names.mongabay.com/male_names_alpha.htm
SEBASTIAN,m,0.01,"14,590",677,1990,http://names.mongabay.com/male_names_alpha.htm
SERGIO,m,0.049,"71,489",289,1990,http://names.mongabay.com/male_names_alpha.htm
SETH,m,0.048,"70,030",292,1990,http://names.mongabay.com/male_names_alpha.htm
SEYMOUR,m,0.007,"10,213",836,1990,http://names.mongabay.com/male_names_alpha.htm
SHAD,m,0.004,"5,836",1164,1990,http://names.mongabay.com/male_names_alpha.htm
SHANE,m,0.093,"135,683",190,1990,http://names.mongabay.com/male_names_alpha.htm
SHANNON,m,0.04,"58,358",317,1990,http://names.mongabay.com/male_names_alpha.htm
SHAUN,m,0.039,"56,899",327,1990,http://names.mongabay.com/male_names_alpha.htm
SHAWN,m,0.2,"291,792",92,1990,http://names.mongabay.com/male_names_alpha.htm
SHAYNE,m,0.004,"5,836",1086,1990,http://names.mongabay.com/male_names_alpha.htm
SHELBY,m,0.011,"16,049",656,1990,http://names.mongabay.com/male_names_alpha.htm
SHELDON,m,0.023,"33,556",442,1990,http://names.mongabay.com/male_names_alpha.htm
SHELTON,m,0.008,"11,672",773,1990,http://names.mongabay.com/male_names_alpha.htm
SHERMAN,m,0.028,"40,851",393,1990,http://names.mongabay.com/male_names_alpha.htm
SHERWOOD,m,0.004,"5,836",1092,1990,http://names.mongabay.com/male_names_alpha.htm
SHIRLEY,m,0.005,"7,295",936,1990,http://names.mongabay.com/male_names_alpha.htm
SHON,m,0.004,"5,836",1208,1990,http://names.mongabay.com/male_names_alpha.htm
SID,m,0.004,"5,836",1199,1990,http://names.mongabay.com/male_names_alpha.htm
SIDNEY,m,0.052,"75,866",274,1990,http://names.mongabay.com/male_names_alpha.htm
SILAS,m,0.009,"13,131",719,1990,http://names.mongabay.com/male_names_alpha.htm
SIMON,m,0.026,"37,933",404,1990,http://names.mongabay.com/male_names_alpha.htm
SOL,m,0.005,"7,295",1050,1990,http://names.mongabay.com/male_names_alpha.htm
SOLOMON,m,0.013,"18,966",592,1990,http://names.mongabay.com/male_names_alpha.htm
SON,m,0.012,"17,508",608,1990,http://names.mongabay.com/male_names_alpha.htm
SONNY,m,0.008,"11,672",772,1990,http://names.mongabay.com/male_names_alpha.htm
SPENCER,m,0.03,"43,769",384,1990,http://names.mongabay.com/male_names_alpha.htm
STACEY,m,0.011,"16,049",650,1990,http://names.mongabay.com/male_names_alpha.htm
STACY,m,0.017,"24,802",517,1990,http://names.mongabay.com/male_names_alpha.htm
STAN,m,0.015,"21,884",550,1990,http://names.mongabay.com/male_names_alpha.htm
STANFORD,m,0.005,"7,295",1002,1990,http://names.mongabay.com/male_names_alpha.htm
STANLEY,m,0.186,"271,367",106,1990,http://names.mongabay.com/male_names_alpha.htm
STANTON,m,0.004,"5,836",1102,1990,http://names.mongabay.com/male_names_alpha.htm
STEFAN,m,0.009,"13,131",708,1990,http://names.mongabay.com/male_names_alpha.htm
STEPHAN,m,0.018,"26,261",513,1990,http://names.mongabay.com/male_names_alpha.htm
STEPHEN,m,0.54,"787,839",34,1990,http://names.mongabay.com/male_names_alpha.htm
STERLING,m,0.016,"23,343",540,1990,http://names.mongabay.com/male_names_alpha.htm
STEVE,m,0.246,"358,904",74,1990,http://names.mongabay.com/male_names_alpha.htm
STEVEN,m,0.78,"1,137,990",18,1990,http://names.mongabay.com/male_names_alpha.htm
STEVIE,m,0.007,"10,213",799,1990,http://names.mongabay.com/male_names_alpha.htm
STEWART,m,0.022,"32,097",445,1990,http://names.mongabay.com/male_names_alpha.htm
STUART,m,0.044,"64,194",302,1990,http://names.mongabay.com/male_names_alpha.htm
SUNG,m,0.005,"7,295",984,1990,http://names.mongabay.com/male_names_alpha.htm
SYDNEY,m,0.007,"10,213",848,1990,http://names.mongabay.com/male_names_alpha.htm
SYLVESTER,m,0.028,"40,851",396,1990,http://names.mongabay.com/male_names_alpha.htm
TAD,m,0.005,"7,295",935,1990,http://names.mongabay.com/male_names_alpha.htm
TANNER,m,0.006,"8,754",931,1990,http://names.mongabay.com/male_names_alpha.htm
TAYLOR,m,0.024,"35,015",422,1990,http://names.mongabay.com/male_names_alpha.htm
TED,m,0.064,"93,374",240,1990,http://names.mongabay.com/male_names_alpha.htm
TEDDY,m,0.018,"26,261",505,1990,http://names.mongabay.com/male_names_alpha.htm
TEODORO,m,0.005,"7,295",1046,1990,http://names.mongabay.com/male_names_alpha.htm
TERENCE,m,0.022,"32,097",449,1990,http://names.mongabay.com/male_names_alpha.htm
TERRANCE,m,0.048,"70,030",294,1990,http://names.mongabay.com/male_names_alpha.htm
TERRELL,m,0.02,"29,179",471,1990,http://names.mongabay.com/male_names_alpha.htm
TERRENCE,m,0.047,"68,571",297,1990,http://names.mongabay.com/male_names_alpha.htm
TERRY,m,0.311,"453,737",57,1990,http://names.mongabay.com/male_names_alpha.htm
THAD,m,0.007,"10,213",846,1990,http://names.mongabay.com/male_names_alpha.htm
THADDEUS,m,0.012,"17,508",611,1990,http://names.mongabay.com/male_names_alpha.htm
THANH,m,0.005,"7,295",963,1990,http://names.mongabay.com/male_names_alpha.htm
THEO,m,0.005,"7,295",1023,1990,http://names.mongabay.com/male_names_alpha.htm
THEODORE,m,0.123,"179,452",148,1990,http://names.mongabay.com/male_names_alpha.htm
THERON,m,0.008,"11,672",775,1990,http://names.mongabay.com/male_names_alpha.htm
THOMAS,m,1.38,"2,013,366",10,1990,http://names.mongabay.com/male_names_alpha.htm
THURMAN,m,0.012,"17,508",623,1990,http://names.mongabay.com/male_names_alpha.htm
TIM,m,0.104,"151,732",170,1990,http://names.mongabay.com/male_names_alpha.htm
TIMMY,m,0.019,"27,720",479,1990,http://names.mongabay.com/male_names_alpha.htm
TIMOTHY,m,0.64,"933,735",27,1990,http://names.mongabay.com/male_names_alpha.htm
TITUS,m,0.004,"5,836",1097,1990,http://names.mongabay.com/male_names_alpha.htm
TOBIAS,m,0.005,"7,295",1013,1990,http://names.mongabay.com/male_names_alpha.htm
TOBY,m,0.019,"27,720",483,1990,http://names.mongabay.com/male_names_alpha.htm
TOD,m,0.005,"7,295",944,1990,http://names.mongabay.com/male_names_alpha.htm
TODD,m,0.213,"310,759",88,1990,http://names.mongabay.com/male_names_alpha.htm
TOM,m,0.117,"170,698",154,1990,http://names.mongabay.com/male_names_alpha.htm
TOMAS,m,0.023,"33,556",441,1990,http://names.mongabay.com/male_names_alpha.htm
TOMMIE,m,0.02,"29,179",478,1990,http://names.mongabay.com/male_names_alpha.htm
TOMMY,m,0.112,"163,404",161,1990,http://names.mongabay.com/male_names_alpha.htm
TONEY,m,0.004,"5,836",1120,1990,http://names.mongabay.com/male_names_alpha.htm
TONY,m,0.19,"277,203",103,1990,http://names.mongabay.com/male_names_alpha.htm
TORY,m,0.005,"7,295",969,1990,http://names.mongabay.com/male_names_alpha.htm
TRACEY,m,0.007,"10,213",835,1990,http://names.mongabay.com/male_names_alpha.htm
TRACY,m,0.048,"70,030",291,1990,http://names.mongabay.com/male_names_alpha.htm
TRAVIS,m,0.166,"242,188",119,1990,http://names.mongabay.com/male_names_alpha.htm
TRENT,m,0.018,"26,261",510,1990,http://names.mongabay.com/male_names_alpha.htm
TRENTON,m,0.009,"13,131",733,1990,http://names.mongabay.com/male_names_alpha.htm
TREVOR,m,0.04,"58,358",318,1990,http://names.mongabay.com/male_names_alpha.htm
TREY,m,0.006,"8,754",901,1990,http://names.mongabay.com/male_names_alpha.htm
TRINIDAD,m,0.005,"7,295",934,1990,http://names.mongabay.com/male_names_alpha.htm
TRISTAN,m,0.008,"11,672",778,1990,http://names.mongabay.com/male_names_alpha.htm
TROY,m,0.138,"201,337",138,1990,http://names.mongabay.com/male_names_alpha.htm
TRUMAN,m,0.009,"13,131",716,1990,http://names.mongabay.com/male_names_alpha.htm
TUAN,m,0.004,"5,836",1150,1990,http://names.mongabay.com/male_names_alpha.htm
TY,m,0.011,"16,049",655,1990,http://names.mongabay.com/male_names_alpha.htm
TYLER,m,0.089,"129,848",198,1990,http://names.mongabay.com/male_names_alpha.htm
TYREE,m,0.005,"7,295",998,1990,http://names.mongabay.com/male_names_alpha.htm
TYRELL,m,0.005,"7,295",1019,1990,http://names.mongabay.com/male_names_alpha.htm
TYRON,m,0.005,"7,295",1034,1990,http://names.mongabay.com/male_names_alpha.htm
TYRONE,m,0.064,"93,374",242,1990,http://names.mongabay.com/male_names_alpha.htm
TYSON,m,0.014,"20,425",569,1990,http://names.mongabay.com/male_names_alpha.htm
ULYSSES,m,0.01,"14,590",679,1990,http://names.mongabay.com/male_names_alpha.htm
VAL,m,0.004,"5,836",1091,1990,http://names.mongabay.com/male_names_alpha.htm
VALENTIN,m,0.007,"10,213",841,1990,http://names.mongabay.com/male_names_alpha.htm
VALENTINE,m,0.005,"7,295",1041,1990,http://names.mongabay.com/male_names_alpha.htm
VAN,m,0.019,"27,720",484,1990,http://names.mongabay.com/male_names_alpha.htm
VANCE,m,0.014,"20,425",576,1990,http://names.mongabay.com/male_names_alpha.htm
VAUGHN,m,0.011,"16,049",636,1990,http://names.mongabay.com/male_names_alpha.htm
VERN,m,0.01,"14,590",659,1990,http://names.mongabay.com/male_names_alpha.htm
VERNON,m,0.097,"141,519",185,1990,http://names.mongabay.com/male_names_alpha.htm
VICENTE,m,0.017,"24,802",515,1990,http://names.mongabay.com/male_names_alpha.htm
VICTOR,m,0.222,"323,889",84,1990,http://names.mongabay.com/male_names_alpha.htm
VINCE,m,0.01,"14,590",674,1990,http://names.mongabay.com/male_names_alpha.htm
VINCENT,m,0.168,"245,105",116,1990,http://names.mongabay.com/male_names_alpha.htm
VINCENZO,m,0.004,"5,836",1207,1990,http://names.mongabay.com/male_names_alpha.htm
VIRGIL,m,0.049,"71,489",283,1990,http://names.mongabay.com/male_names_alpha.htm
VIRGILIO,m,0.004,"5,836",1119,1990,http://names.mongabay.com/male_names_alpha.htm
VITO,m,0.009,"13,131",738,1990,http://names.mongabay.com/male_names_alpha.htm
VON,m,0.004,"5,836",1162,1990,http://names.mongabay.com/male_names_alpha.htm
WADE,m,0.045,"65,653",300,1990,http://names.mongabay.com/male_names_alpha.htm
WALDO,m,0.005,"7,295",991,1990,http://names.mongabay.com/male_names_alpha.htm
WALKER,m,0.005,"7,295",997,1990,http://names.mongabay.com/male_names_alpha.htm
WALLACE,m,0.056,"81,702",264,1990,http://names.mongabay.com/male_names_alpha.htm
WALLY,m,0.004,"5,836",1191,1990,http://names.mongabay.com/male_names_alpha.htm
WALTER,m,0.399,"582,126",41,1990,http://names.mongabay.com/male_names_alpha.htm
WALTON,m,0.004,"5,836",1111,1990,http://names.mongabay.com/male_names_alpha.htm
WARD,m,0.01,"14,590",687,1990,http://names.mongabay.com/male_names_alpha.htm
WARNER,m,0.004,"5,836",1136,1990,http://names.mongabay.com/male_names_alpha.htm
WARREN,m,0.11,"160,486",164,1990,http://names.mongabay.com/male_names_alpha.htm
WAYLON,m,0.004,"5,836",1161,1990,http://names.mongabay.com/male_names_alpha.htm
WAYNE,m,0.249,"363,281",72,1990,http://names.mongabay.com/male_names_alpha.htm
WELDON,m,0.009,"13,131",713,1990,http://names.mongabay.com/male_names_alpha.htm
WENDELL,m,0.042,"61,276",310,1990,http://names.mongabay.com/male_names_alpha.htm
WERNER,m,0.005,"7,295",1022,1990,http://names.mongabay.com/male_names_alpha.htm
WES,m,0.004,"5,836",1147,1990,http://names.mongabay.com/male_names_alpha.htm
WESLEY,m,0.104,"151,732",171,1990,http://names.mongabay.com/male_names_alpha.htm
WESTON,m,0.006,"8,754",875,1990,http://names.mongabay.com/male_names_alpha.htm
WHITNEY,m,0.005,"7,295",1045,1990,http://names.mongabay.com/male_names_alpha.htm
WILBER,m,0.004,"5,836",1070,1990,http://names.mongabay.com/male_names_alpha.htm
WILBERT,m,0.027,"39,392",402,1990,http://names.mongabay.com/male_names_alpha.htm
WILBUR,m,0.036,"52,523",341,1990,http://names.mongabay.com/male_names_alpha.htm
WILBURN,m,0.007,"10,213",810,1990,http://names.mongabay.com/male_names_alpha.htm
WILEY,m,0.011,"16,049",652,1990,http://names.mongabay.com/male_names_alpha.htm
WILFORD,m,0.008,"11,672",771,1990,http://names.mongabay.com/male_names_alpha.htm
WILFRED,m,0.023,"33,556",436,1990,http://names.mongabay.com/male_names_alpha.htm
WILFREDO,m,0.014,"20,425",573,1990,http://names.mongabay.com/male_names_alpha.htm
WILL,m,0.018,"26,261",503,1990,http://names.mongabay.com/male_names_alpha.htm
WILLARD,m,0.05,"72,948",280,1990,http://names.mongabay.com/male_names_alpha.htm
WILLIAM,m,2.451,"3,575,914",5,1990,http://names.mongabay.com/male_names_alpha.htm
WILLIAMS,m,0.013,"18,966",596,1990,http://names.mongabay.com/male_names_alpha.htm
WILLIAN,m,0.004,"5,836",1206,1990,http://names.mongabay.com/male_names_alpha.htm
WILLIE,m,0.302,"440,606",61,1990,http://names.mongabay.com/male_names_alpha.htm
WILLIS,m,0.035,"51,064",348,1990,http://names.mongabay.com/male_names_alpha.htm
WILLY,m,0.005,"7,295",1001,1990,http://names.mongabay.com/male_names_alpha.htm
WILMER,m,0.008,"11,672",758,1990,http://names.mongabay.com/male_names_alpha.htm
WILSON,m,0.028,"40,851",394,1990,http://names.mongabay.com/male_names_alpha.htm
WILTON,m,0.006,"8,754",915,1990,http://names.mongabay.com/male_names_alpha.htm
WINFORD,m,0.004,"5,836",1190,1990,http://names.mongabay.com/male_names_alpha.htm
WINFRED,m,0.009,"13,131",737,1990,http://names.mongabay.com/male_names_alpha.htm
WINSTON,m,0.019,"27,720",481,1990,http://names.mongabay.com/male_names_alpha.htm
WM,m,0.033,"48,146",364,1990,http://names.mongabay.com/male_names_alpha.htm
WOODROW,m,0.025,"36,474",412,1990,http://names.mongabay.com/male_names_alpha.htm
WYATT,m,0.006,"8,754",855,1990,http://names.mongabay.com/male_names_alpha.htm
XAVIER,m,0.013,"18,966",587,1990,http://names.mongabay.com/male_names_alpha.htm
YONG,m,0.006,"8,754",921,1990,http://names.mongabay.com/male_names_alpha.htm
YOUNG,m,0.007,"10,213",807,1990,http://names.mongabay.com/male_names_alpha.htm
ZACHARIAH,m,0.005,"7,295",957,1990,http://names.mongabay.com/male_names_alpha.htm
ZACHARY,m,0.099,"144,437",181,1990,http://names.mongabay.com/male_names_alpha.htm
ZACHERY,m,0.008,"11,672",761,1990,http://names.mongabay.com/male_names_alpha.htm
ZACK,m,0.004,"5,836",1135,1990,http://names.mongabay.com/male_names_alpha.htm
ZACKARY,m,0.004,"5,836",1149,1990,http://names.mongabay.com/male_names_alpha.htm
ZANE,m,0.007,"10,213",820,1990,http://names.mongabay.com/male_names_alpha.htm
AARON,f,0.002,"3,036",2701,1990,http://names.mongabay.com/female_names_alpha.htm
ABBEY,f,0.004,"6,072",1583,1990,http://names.mongabay.com/female_names_alpha.htm
ABBIE,f,0.008,"12,145",1041,1990,http://names.mongabay.com/female_names_alpha.htm
ABBY,f,0.016,"24,289",694,1990,http://names.mongabay.com/female_names_alpha.htm
ABIGAIL,f,0.025,"37,952",520,1990,http://names.mongabay.com/female_names_alpha.htm
ADA,f,0.057,"86,531",310,1990,http://names.mongabay.com/female_names_alpha.htm
ADAH,f,0.001,"1,518",3285,1990,http://names.mongabay.com/female_names_alpha.htm
ADALINE,f,0.002,"3,036",3051,1990,http://names.mongabay.com/female_names_alpha.htm
ADAM,f,0.001,"1,518",3834,1990,http://names.mongabay.com/female_names_alpha.htm
ADDIE,f,0.026,"39,470",513,1990,http://names.mongabay.com/female_names_alpha.htm
ADELA,f,0.014,"21,253",723,1990,http://names.mongabay.com/female_names_alpha.htm
ADELAIDA,f,0.004,"6,072",1462,1990,http://names.mongabay.com/female_names_alpha.htm
ADELAIDE,f,0.008,"12,145",1020,1990,http://names.mongabay.com/female_names_alpha.htm
ADELE,f,0.025,"37,952",524,1990,http://names.mongabay.com/female_names_alpha.htm
ADELIA,f,0.003,"4,554",1903,1990,http://names.mongabay.com/female_names_alpha.htm
ADELINA,f,0.007,"10,627",1148,1990,http://names.mongabay.com/female_names_alpha.htm
ADELINE,f,0.018,"27,326",634,1990,http://names.mongabay.com/female_names_alpha.htm
ADELL,f,0.005,"7,590",1420,1990,http://names.mongabay.com/female_names_alpha.htm
ADELLA,f,0.003,"4,554",1730,1990,http://names.mongabay.com/female_names_alpha.htm
ADELLE,f,0.003,"4,554",2112,1990,http://names.mongabay.com/female_names_alpha.htm
ADENA,f,0.001,"1,518",3668,1990,http://names.mongabay.com/female_names_alpha.htm
ADINA,f,0.003,"4,554",1996,1990,http://names.mongabay.com/female_names_alpha.htm
ADRIA,f,0.003,"4,554",1863,1990,http://names.mongabay.com/female_names_alpha.htm
ADRIAN,f,0.009,"13,663",959,1990,http://names.mongabay.com/female_names_alpha.htm
ADRIANA,f,0.025,"37,952",517,1990,http://names.mongabay.com/female_names_alpha.htm
ADRIANE,f,0.004,"6,072",1623,1990,http://names.mongabay.com/female_names_alpha.htm
ADRIANNA,f,0.004,"6,072",1509,1990,http://names.mongabay.com/female_names_alpha.htm
ADRIANNE,f,0.007,"10,627",1069,1990,http://names.mongabay.com/female_names_alpha.htm
ADRIEN,f,0.001,"1,518",3590,1990,http://names.mongabay.com/female_names_alpha.htm
ADRIENE,f,0.002,"3,036",3050,1990,http://names.mongabay.com/female_names_alpha.htm
ADRIENNE,f,0.039,"59,206",394,1990,http://names.mongabay.com/female_names_alpha.htm
AFTON,f,0.003,"4,554",2100,1990,http://names.mongabay.com/female_names_alpha.htm
AGATHA,f,0.007,"10,627",1130,1990,http://names.mongabay.com/female_names_alpha.htm
AGNES,f,0.098,"148,773",217,1990,http://names.mongabay.com/female_names_alpha.htm
AGNUS,f,0.001,"1,518",4094,1990,http://names.mongabay.com/female_names_alpha.htm
AGRIPINA,f,0.001,"1,518",3404,1990,http://names.mongabay.com/female_names_alpha.htm
AGUEDA,f,0.001,"1,518",4093,1990,http://names.mongabay.com/female_names_alpha.htm
AGUSTINA,f,0.003,"4,554",1830,1990,http://names.mongabay.com/female_names_alpha.htm
AI,f,0.001,"1,518",4092,1990,http://names.mongabay.com/female_names_alpha.htm
AIDA,f,0.023,"34,916",559,1990,http://names.mongabay.com/female_names_alpha.htm
AIDE,f,0.001,"1,518",3232,1990,http://names.mongabay.com/female_names_alpha.htm
AIKO,f,0.001,"1,518",3667,1990,http://names.mongabay.com/female_names_alpha.htm
AILEEN,f,0.016,"24,289",685,1990,http://names.mongabay.com/female_names_alpha.htm
AILENE,f,0.001,"1,518",3231,1990,http://names.mongabay.com/female_names_alpha.htm
AIMEE,f,0.027,"40,988",503,1990,http://names.mongabay.com/female_names_alpha.htm
AISHA,f,0.009,"13,663",919,1990,http://names.mongabay.com/female_names_alpha.htm
AJA,f,0.003,"4,554",2043,1990,http://names.mongabay.com/female_names_alpha.htm
AKIKO,f,0.002,"3,036",2496,1990,http://names.mongabay.com/female_names_alpha.htm
AKILAH,f,0.001,"1,518",3589,1990,http://names.mongabay.com/female_names_alpha.htm
ALAINA,f,0.005,"7,590",1353,1990,http://names.mongabay.com/female_names_alpha.htm
ALAINE,f,0.001,"1,518",4182,1990,http://names.mongabay.com/female_names_alpha.htm
ALANA,f,0.012,"18,217",794,1990,http://names.mongabay.com/female_names_alpha.htm
ALANE,f,0.001,"1,518",3753,1990,http://names.mongabay.com/female_names_alpha.htm
ALANNA,f,0.004,"6,072",1582,1990,http://names.mongabay.com/female_names_alpha.htm
ALAYNA,f,0.001,"1,518",3997,1990,http://names.mongabay.com/female_names_alpha.htm
ALBA,f,0.009,"13,663",979,1990,http://names.mongabay.com/female_names_alpha.htm
ALBERT,f,0.001,"1,518",3454,1990,http://names.mongabay.com/female_names_alpha.htm
ALBERTA,f,0.052,"78,941",332,1990,http://names.mongabay.com/female_names_alpha.htm
ALBERTHA,f,0.003,"4,554",1753,1990,http://names.mongabay.com/female_names_alpha.htm
ALBERTINA,f,0.002,"3,036",2352,1990,http://names.mongabay.com/female_names_alpha.htm
ALBERTINE,f,0.003,"4,554",2111,1990,http://names.mongabay.com/female_names_alpha.htm
ALBINA,f,0.004,"6,072",1608,1990,http://names.mongabay.com/female_names_alpha.htm
